9.3498486,56.7408757,17.0527715677876
9.3501884,56.7406785,17.614840244389
9.3505485,56.7405445,18.08353563951
9.3508058,56.7404845,18.2794652530352
9.3510534,56.7404863,18.4229736146099
9.3514747,56.7405022,19.1248885940143
9.3521273,56.7405585,19.5905926656897
9.3524201,56.7405974,19.6217636955693
9.3525839,56.740629,19.6599309194984
9.3527255,56.7406626,19.4906695590218
9.3530759,56.7408002,19.2302682047961
9.353404,56.7409042,18.2332801889404
9.3537287,56.7409995,17.6008423536018
9.354179,56.7410594,17.6443793914607
9.354581,56.7411511,18.3974824566501
9.3547868,56.7412058,18.8645551315113
9.3551147,56.7412693,18.2477297711073
9.3553365,56.7412905,18.0201293139063
9.355581,56.7412975,18.322544090848
8.5856624,57.0106364,32.0776406065856
8.5851822,57.0099725,28.7124475240045
8.5834239,57.0089128,24.6677705239323
8.5831331,57.0085517,21.8182258426915
8.5825621,57.0078424,17.1420810538272
8.5825197,57.0077898,17.0386143661186
8.5818832,57.0069995,14.2774772802595
8.5812759,57.0062707,14.0725075106701
8.5617847,57.0231006,22.4186816034265
8.5610765,57.0227781,20.5446704937569
8.560503,57.0228637,23.5659512030544
8.5595327,57.0230085,23.0573080298429
8.5052981,57.0427326,9.32131212369931
8.5053563,57.045265,7.94532185752113
8.5038165,57.0452699,6.83530187642383
8.5038165,57.0452699,7.03679520220392
8.5058627,57.0443316,8.86855661728298
8.5064511,57.0444156,8.64494033735751
8.5066534,57.0444345,8.67728146077494
8.5069191,57.0444476,8.85557095466886
8.5070322,57.0444408,8.64129891212652
8.5071685,57.0444222,8.86674502574767
8.5073621,57.0443894,8.87524493140629
8.5075176,57.0443477,8.86100979268057
8.5076101,57.0443768,8.83660225606989
8.5076473,57.0444173,9.02774983708842
8.5076518,57.0445107,8.83686338244635
8.5075176,57.0443477,8.94035654760952
8.5075775,57.0443127,8.86600806296797
8.5076333,57.0442689,8.95472907976584
8.507658,57.044215,9.10137619707346
8.5076612,57.0441594,9.1781947041122
8.5077825,57.0434855,9.62741329903697
8.5078162,57.0434553,9.43527861619816
8.5109209,57.0415404,11.4414194108302
8.5105537,57.0412931,11.2311566644115
8.5104987,57.0407147,11.5900024653866
8.5108529,57.0405045,11.2561389202042
8.5090345,57.0402727,11.3928529097858
8.5093407,57.0400268,11.8330903850766
8.5103032,57.0398273,11.2935744515487
8.5120992,57.0395103,12.1752508454484
8.5135412,57.0392283,12.1144188343058
8.5138592,57.0391655,12.0654010333057
8.5147731,57.0389894,12.7455323302231
